school,total_enrollment,year,asian,black,hispanic,white,other,poverty
Success Academy Fort Greene (Brooklyn 5),293,2015-16,3,195,71,18,6,211
Success Academy Fort Greene (Brooklyn 5),376,2016-17,3,262,90,16,5,259
Success Academy Fort Greene (Brooklyn 5),369,2017-18,4,239,106,13,7,269
Success Academy Prospect Heights (Brooklyn 6),197,2013-14,1,175,13,4,4,126
Success Academy Prospect Heights (Brooklyn 6),246,2014-15,1,219,18,4,4,177
Success Academy Prospect Heights (Brooklyn 6),332,2015-16,5,294,21,5,7,215
Success Academy Prospect Heights (Brooklyn 6),388,2016-17,7,347,23,6,5,281
Success Academy Prospect Heights (Brooklyn 6),526,2017-18,10,427,64,19,6,394
Unity Prep Charter School,139,2013-14,5,111,20,1,2,115
Unity Prep Charter School,231,2014-15,5,181,42,3,0,183
Unity Prep Charter School,316,2015-16,5,246,54,4,7,248
Unity Prep Charter School,390,2016-17,5,306,66,6,7,328
Unity Prep Charter School,470,2017-18,3,365,83,5,14,360
Brooklyn Urban Garden Charter School,139,2013-14,10,55,35,34,5,64
Brooklyn Urban Garden Charter School,203,2014-15,18,70,68,39,8,83
Brooklyn Urban Garden Charter School,288,2015-16,19,95,94,66,14,104
Brooklyn Urban Garden Charter School,285,2016-17,11,98,111,50,15,177
Brooklyn Urban Garden Charter School,284,2017-18,7,112,93,55,17,164
Canarsie Ascend Charter School,207,2013-14,1,189,9,3,5,154
Canarsie Ascend Charter School,250,2014-15,1,229,13,2,5,174
Canarsie Ascend Charter School,424,2015-16,2,387,26,2,7,226
Canarsie Ascend Charter School,583,2016-17,3,528,39,3,10,528
Canarsie Ascend Charter School,711,2017-18,2,651,41,4,13,452
The International Charter School of New York,112,2015-16,3,50,18,36,5,39
The International Charter School of New York,227,2016-17,14,78,43,74,18,62
The International Charter School of New York,279,2017-18,12,79,51,107,30,84
Hyde Leadership Charter School- Brooklyn,345,2013-14,6,265,73,0,1,319
Hyde Leadership Charter School- Brooklyn,392,2014-15,6,294,88,1,3,349
Hyde Leadership Charter School- Brooklyn,383,2015-16,5,272,102,2,2,343
Hyde Leadership Charter School- Brooklyn,404,2016-17,2,288,111,1,2,367
Hyde Leadership Charter School- Brooklyn,361,2017-18,3,256,98,3,1,329
Success Academy Charter School - Bensonhurst - New,184,2014-15,17,30,36,100,1,88
Success Academy Charter School - Bensonhurst - New,245,2015-16,31,36,47,131,0,96
Success Academy Charter School - Bensonhurst - New,367,2016-17,48,48,62,205,4,126
Success Academy Charter School - Bensonhurst - New,495,2017-18,72,57,71,290,5,254
Achievement First Apollo Charter School,427,2013-14,13,305,101,1,7,366
Achievement First Apollo Charter School,578,2014-15,22,395,155,2,4,509
Achievement First Apollo Charter School,678,2015-16,29,459,179,4,7,587
Achievement First Apollo Charter School,777,2016-17,36,489,233,8,11,659
Achievement First Apollo Charter School,856,2017-18,40,518,278,10,10,733
Leadership Preparatory Ocean Hill Charter School,486,2013-14,1,408,51,2,24,416
Leadership Preparatory Ocean Hill Charter School,603,2014-15,1,510,73,3,16,515
Leadership Preparatory Ocean Hill Charter School,701,2015-16,3,586,89,6,17,588
Leadership Preparatory Ocean Hill Charter School,1028,2016-17,5,868,121,7,27,828
Leadership Preparatory Ocean Hill Charter School,1171,2017-18,11,981,135,8,36,956
Ocean Hill Collegiate Charter School,256,2013-14,4,232,13,4,3,215
Ocean Hill Collegiate Charter School,310,2014-15,4,277,20,5,4,251
Ocean Hill Collegiate Charter School,398,2015-16,4,349,25,4,16,292
Ocean Hill Collegiate Charter School,332,2016-17,5,283,28,1,15,266
Ocean Hill Collegiate Charter School,337,2017-18,3,280,38,1,15,276
Brooklyn East Collegiate Charter School,282,2013-14,2,257,22,0,1,230
Brooklyn East Collegiate Charter School,339,2014-15,2,293,27,0,17,266
Brooklyn East Collegiate Charter School,388,2015-16,4,317,34,2,31,305
Brooklyn East Collegiate Charter School,346,2016-17,6,270,24,5,41,280
Brooklyn East Collegiate Charter School,327,2017-18,6,265,24,3,29,262
Success Academy Charter School - Bergen Beach - Ne,183,2014-15,1,158,20,3,1,82
Success Academy Charter School - Bergen Beach - Ne,251,2015-16,2,217,22,6,4,89
Success Academy Charter School - Bergen Beach - Ne,346,2016-17,3,301,22,15,5,150
Success Academy Charter School - Bergen Beach - Ne,423,2017-18,5,369,28,13,8,259
Bedford Stuyvesant New Beginnings Charter School,445,2013-14,0,320,118,1,6,397
Bedford Stuyvesant New Beginnings Charter School,521,2014-15,0,357,161,0,3,470
Bedford Stuyvesant New Beginnings Charter School,599,2015-16,2,374,212,5,6,536
Bedford Stuyvesant New Beginnings Charter School,656,2016-17,2,371,272,3,8,599
Bedford Stuyvesant New Beginnings Charter School,676,2017-18,1,357,307,6,5,627
Achievement First North Brooklyn Prep Charter Scho,181,2014-15,5,60,115,1,0,160
Achievement First North Brooklyn Prep Charter Scho,243,2015-16,4,61,173,5,0,222
Achievement First North Brooklyn Prep Charter Scho,303,2016-17,4,68,226,5,0,268
Achievement First North Brooklyn Prep Charter Scho,416,2017-18,3,89,310,11,3,365
